id,cluster_id,first_signal_id,first_source,first_category,first_title,first_published,signal_count,category_count,categories,is_state_origin,created_at
1088,7321,1714856,rss:rss,ru_state,В Думу внесли законопроект о привлечении ВС для защиты россиян за границей,2026-03-19 17:43:01+00,2,1,{ru_state},t,2026-03-23 06:30:27.854355+00
1087,7343,2310871,rss:rss,russian_state,Над Ленинградской областью сбили уже девять беспилотников,2026-03-22 17:56:00+00,2,1,{russian_state},t,2026-03-23 06:30:27.854355+00
1086,7332,736440,rss:rss,ru_state,В ИКИ РАН спрогнозировали сильную магнитную бурю 19 марта,2026-03-17 05:55:15+00,2,1,{ru_state},t,2026-03-23 06:30:27.854355+00
1085,7295,2268511,suspilne_news,trusted,"Британський актор і письменник Стівен Фрай продекламував вірш Василя Симоненка «Ти знаєш, що ти — людина». 

Він…",2026-03-22 13:03:56+00,2,1,{trusted},f,2026-03-23 06:30:27.854355+00
1084,7286,2373202,rss:rss,russian_state,Рютте: усилия Трампа по завершению конфликта на Украине имеют решающее значение,2026-03-23 02:03:52+00,2,1,{russian_state},t,2026-03-23 06:30:27.854355+00
1083,7276,440756,rss:rss,ru_state,Автоэксперт Павлов: после зимнего простоя автомобиль нуждается в проверке,2026-03-16 13:40:41+00,3,1,{ru_state},t,2026-03-23 06:30:27.854355+00
1082,7268,1208691,rss:rss,ru_state,Госдума одобрила проект об ужесточении требований к трудовым мигрантам,2026-03-18 10:58:50+00,2,1,{ru_state},t,2026-03-23 06:30:27.854355+00
1081,7238,2136637,rss:rss,baltic_media,Aizsardzības ministrija sākusi zemju atsavināšanu pierobežā: iedzīvotājiem joprojām trūkst informācijas,2026-03-21 18:29:00+00,2,1,{baltic_media},f,2026-03-23 06:30:27.854355+00
1090,7325,115944,rss:rss,ru_state,5 из 7 футболисток сборной Ирана отказались от убежища в Австралии,2026-03-15 18:57:22+00,2,1,{ru_state},t,2026-03-23 06:30:27.854355+00
1080,7241,2093698,suspilne_news,trusted,В Єврокомісії закликали країни ЄС заповнити газосховища якнайшвидше через ризики щодо затримки поставок енергоносіїв.…,2026-03-21 11:00:07+00,2,2,"{russian_language_ee,trusted}",f,2026-03-23 06:30:27.854355+00
1079,7229,2268710,rusich_army,ru_proxy,"🪖 «Крокус» — два года после страшного теракта 

22 марта было как будто вчера. Этот кровавый день навсегда останется в…",2026-03-22 13:01:01+00,2,1,{ru_proxy},t,2026-03-23 06:30:27.854355+00
1078,7137,2284564,sternenko,unverified_commentator,"18+
Кацап добив свого пораненого товаріща, а потім застрелився сам. 
Які хороші росіяни!",2026-03-22 15:25:17+00,2,2,"{unverified_commentator,unverified_media}",f,2026-03-23 06:30:27.854355+00
1077,7117,669717,rss:rss,trusted,Zelensky signs law on combating discrimination and sexual harassment in military,2026-03-17 02:38:00+00,2,1,{trusted},f,2026-03-23 06:30:27.854355+00
1076,7062,2093986,nexta_live,unverified_media,"Авиабилеты подорожают из-за из-за войны в Иране 

Авиакомпании несут огромные убытки из-за конфликта на Ближнем…",2026-03-21 15:25:12+00,2,2,"{estonian_media,unverified_media}",f,2026-03-23 06:30:27.854355+00
1075,7057,2206074,RVvoenkor,ru_proxy,"🇮🇷😂🇺🇸 Иран готов помочь защитить Гренландию от захвата Трампом

▪️Глава центрального полицейского управления Ирана…",2026-03-22 06:10:00+00,2,1,{ru_proxy},t,2026-03-23 06:30:27.854355+00
1074,7025,534472,rss:rss,ru_state,Густаво Сантос: РПЛ может посоревноваться с лигами Португалии и Бразилии,2026-03-16 19:43:09+00,2,1,{ru_state},t,2026-03-23 06:30:27.854355+00
1073,6961,2093877,colonel_cassad,ru_proxy,Colonelcassad pinned a video,2026-03-21 16:14:52+00,2,1,{ru_proxy},t,2026-03-23 06:30:27.854355+00
1072,6936,2284834,shot_shot,ru_proxy,"Около 85 рейсов задержаны или отменены в аэропорту Пулково на фоне атаки БПЛА по Ленобласти

По данным SHOT, отменено…",2026-03-22 16:21:25+00,3,1,{ru_proxy},t,2026-03-23 06:30:27.854355+00
1071,6818,2254024,colonel_cassad,ru_proxy,"Стубб заявил, что США изменили внешнюю политику, перестав быть «доброжелательным гегемоном» и став непредсказуемыми.…",2026-03-22 10:31:52+00,2,2,"{ru_proxy,russian_state}",t,2026-03-23 06:30:27.854355+00
1070,6773,601971,rss:rss,ru_state,"Карлсон предположил, что Израиль управляет США",2026-03-16 23:15:43+00,2,1,{ru_state},t,2026-03-23 06:30:27.854355+00
1069,6658,2039468,spravdi,trusted,"🤔 Чому росіянам досі муляє Іван Мазепа

російська пропаганда вже понад 300 років не може «відпустити» гетьмана, бо він…",2026-03-20 14:33:11+00,2,1,{trusted},f,2026-03-23 06:30:27.854355+00
1068,6656,2264250,rss:rss,finnish_media,"Stubbin toiveikkuus Ukrainan rauhasta kääntyi vuodessa pessimismiin, kirjoittaa The Telegraph",2026-03-22 13:26:36+00,2,1,{finnish_media},f,2026-03-23 06:30:27.854355+00
1067,6061,179257,rss:gdelt,"","GDELT [Kaliningrad-Chkalovsk]: In phone call with UAE President , King of Spain condemns Iranian attacks against the UAE and other countries in the region",2026-03-15 22:15:00+00,2,0,,f,2026-03-23 06:30:27.854355+00
1066,5864,803223,rss:rss,russian_state,El Pais назвала худших политиков ЕС и НАТО за десятилетия,2026-03-17 11:28:40+00,2,1,{russian_state},t,2026-03-23 06:30:27.854355+00
1065,5659,1240548,rss:rss,estonian_media,Эстонская фирма Milrem Robotics заключила договор с лидером польской оборонной промышленности,2026-03-18 12:26:58+00,2,1,{estonian_media},f,2026-03-23 06:30:27.854355+00
1092,7371,341207,rss:rss,ru_state,Сийярто: Венгрия не поддержит новые антироссийские санкции до запуска «Дружбы»,2026-03-16 08:10:30+00,2,1,{ru_state},t,2026-03-23 06:30:27.854355+00
1064,5570,1444766,rss:rss,russian_state,Формирования «Хезболлы» в Ираке на пять дней прекратили атаки на посольство США,2026-03-19 01:04:17+00,2,2,"{ru_proxy,russian_state}",t,2026-03-23 06:30:27.854355+00
1091,7362,2093739,wartranslated,trusted,A fuel tanker crashed in Russia’s Rostov region after driving into oncoming traffic. Cars are on fire. Soldiers are…,2026-03-21 10:18:47+00,2,2,"{ru_proxy,trusted}",f,2026-03-23 06:30:27.854355+00
1063,5501,1105800,rss:rss,baltic_media,Vyriausybė spręs dėl naujos pagalbinio apvaisinimo tvarkos,2026-03-18 03:47:02+00,2,1,{baltic_media},f,2026-03-23 06:30:27.854355+00
1062,5499,1612913,rss:rss,russian_state,Выборы белгородского губернатора могут пройти без массовой агитации,2026-03-19 11:04:29+00,2,1,{russian_state},t,2026-03-23 06:30:27.854355+00
1089,7331,802656,rss:rss,ru_state,В Иране пригрозили превратить остров Харк в кладбище для захватчиков,2026-03-17 10:52:35+00,2,1,{ru_state},t,2026-03-23 06:30:27.854355+00
1052,7224,2315572,insider_ua,unverified_anonymous,"❗️Около 300 наших БПЛА сейчас летят атаковать РФ

На карте — приблизительные маршруты.

INSIDER UA | Прислать контент",2026-03-22 20:25:41+00,2,2,"{unverified_anonymous,unverified_media}",f,2026-03-23 04:30:29.751872+00
1061,7328,85690,rss:rss,ru_state,"Аракчи заявил, что Иран был готов пойти на уступки в ядерной сфере",2026-03-14 19:20:27+00,2,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1060,7330,903890,rss:rss,ru_state,"Трамп в очередной раз заявил, что разочарован Стармером",2026-03-17 16:49:20+00,2,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1059,7245,1950290,rss:rss,ru_state,"ВХ: судя по всему, США готовятся к наземной операции в Иране",2026-03-20 06:48:46+00,2,2,"{ru_proxy,ru_state}",t,2026-03-23 04:30:29.751872+00
1058,7282,175698,rss:rss,ru_state,WSJ: США объявят о коалиции по сопровождению судов через Ормузский пролив,2026-03-15 21:20:10+00,2,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1057,7305,2093882,colonel_cassad,ru_proxy,"В Израиле прилет в районе Димоны, именно там находится ядерный объект связанный с ядерными разработками. Так же на…",2026-03-21 17:25:01+00,2,1,{ru_proxy},t,2026-03-23 04:30:29.751872+00
1056,7284,2039551,rezident_ua,unverified_anonymous,В районе Орехова на Запорожском направлении война становится все более интенсивной. Противник активно применяет…,2026-03-13 05:34:55+00,2,2,"{ru_proxy,unverified_anonymous}",f,2026-03-23 04:30:29.751872+00
1055,7253,1680190,rss:rss,ru_state,Суд отправил экс-преподавателя вуза в колонию за получение взятки от студентки,2026-03-19 15:20:36+00,2,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1054,7277,736442,rss:rss,ru_state,Передача Панарина помогла «Лос-Анджелесу» обыграть «Рейнджерс» в матче НХЛ,2026-03-17 05:52:20+00,2,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1053,7225,2254031,colonel_cassad,ru_proxy,"Нетаньяху приехал посмотреть последствия ""успешной операции "" коалиции Эпштейна после ответных ударов Иранских ракет но…",2026-03-22 11:42:28+00,2,1,{ru_proxy},t,2026-03-23 04:30:29.751872+00
1051,7212,408040,rss:rss,ru_state,Новые мошеннические схемы: как преступники выдают себя за представителей ЖКХ,2026-03-16 11:37:21+00,2,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1050,7179,1275402,rss:rss,trusted,Israel attacks world’s largest gas field in Iran,2026-03-18 15:44:00+00,5,2,"{ru_proxy,trusted}",f,2026-03-23 04:30:29.751872+00
1049,7202,601960,rss:rss,ru_state,"Онищенко заявил, что ставить диагноз с помощью ИИ безграмотно и безответственно",2026-03-16 23:43:08+00,2,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1048,7158,2093603,uniannet,unverified_media,"СМИ Израиля призывают к аннексии и колонизации юга Ливана вдоль реки Литани, как единственный способ ""предотвратить…",2026-03-21 12:46:11+00,2,2,"{ru_proxy,unverified_media}",f,2026-03-23 04:30:29.751872+00
1047,7124,308521,rss:rss,ru_state,Боец ВС России с позывным Хищник уничтожил пять самолётов и два вертолёта ВСУ,2026-03-16 05:28:40+00,4,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1046,7118,373988,rss:rss,trusted,"Enemy strikes car in downtown Kherson, driver hospitalized with severe injuries",2026-03-16 07:30:00+00,2,1,{trusted},f,2026-03-23 04:30:29.751872+00
1045,7043,2300368,dva_majors,ru_proxy,"Глава Минфина США Скотт Бессент в интервью телеканалу NBC:

Российский бюджет получит не более $2 млрд дополнительных…",2026-03-22 17:34:52+00,2,1,{ru_proxy},t,2026-03-23 04:30:29.751872+00
1044,6987,175721,rss:rss,ru_state,В Греции фанату «Ариса» предъявили обвинение в умышленном убийстве болельщика ПАОК,2026-03-15 20:42:35+00,4,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1043,6989,2040132,warfakes,ru_proxy,"Друзья, объявляем розыгрыш! Пять наших подписчиков получат книгу А.Б. Абрамса «Фабрикация злодеяний и ее последствия.…",2026-03-19 06:37:32+00,2,1,{ru_proxy},t,2026-03-23 04:30:29.751872+00
1042,6955,2153672,colonel_cassad,ru_proxy,Йеменская карикатура посвященная вечерним прилетам Ирана по Израилю.,2026-03-21 22:45:32+00,3,1,{ru_proxy},t,2026-03-23 04:30:29.751872+00
1041,6931,2311751,rss:rss,russian_state,Овечкин забросил 1000 шайб в НХЛ с учетом чемпионатов и плей-офф,2026-03-22 18:52:37+00,3,2,"{ru_proxy,russian_state}",t,2026-03-23 04:30:29.751872+00
1040,6940,2268339,operativnoZSU,unverified_anonymous,"Два друга-кацапа самовипилюються в ході штурму бійців 25-го ОШБ з Сил оборони

🫡https://t.me/operativnoZSU/",2026-03-22 13:23:54+00,2,1,{unverified_anonymous},f,2026-03-23 04:30:29.751872+00
1039,6865,1173785,rss:rss,ru_state,ВЦИОМ: 51% россиян с начала года предлагали оплатить покупки и услуги наличными,2026-03-18 09:20:12+00,2,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1038,6885,466291,rss:rss,ru_state,«Ведомости»: депутата Свинцова могут исключить из ЛДПР из-за заявлений о Telegram,2026-03-16 15:49:07+00,2,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1037,6835,1815809,rss:rss,ru_state,IHA: боеголовку вынесло берег Чёрного моря в Турции,2026-03-19 23:20:46+00,3,3,"{ru_proxy,ru_state,unverified_anonymous}",t,2026-03-23 04:30:29.751872+00
1036,6578,1443721,rss:rss,trusted,Russian agent caught plotting airstrike on key Ukrainian TPP,2026-03-18 23:26:00+00,2,1,{trusted},f,2026-03-23 04:30:29.751872+00
1035,6560,1578302,rss:rss,ru_state,"Фигурист Родин объяснил, почему решил выступать за Германию",2026-03-19 08:50:45+00,2,1,{ru_state},t,2026-03-23 04:30:29.751872+00
1034,6469,2254026,colonel_cassad,ru_proxy,"Прилет в Тель-Авиве.
Также сообщается о раненых в Петах-Тикве после прилета.",2026-03-22 11:01:01+00,2,1,{ru_proxy},t,2026-03-23 04:30:29.751872+00
1033,6189,64752,rss:rss,russian_state,Лукашенко потребовал исключить бюрократизм при строительстве ферм,2026-03-13 08:07:52+00,2,1,{russian_state},t,2026-03-23 04:30:29.751872+00
1032,5750,1072374,rss:rss,russian_state,Матвиенко: крымчане в 2014 году сорвали планы западных кукловодов,2026-03-18 02:49:10+00,2,2,"{russian_state,ru_state}",t,2026-03-23 04:30:29.751872+00
991,6427,2248587,rss:rss,russian_state,"Расчет БПЛА ПВО ""Днепра"" уничтожил разведывательный дрон ВСУ над Херсонщиной",2026-03-22 10:21:52+00,2,2,"{ru_proxy,russian_state}",t,2026-03-23 02:30:30.812123+00
1031,7281,440694,rss:rss,ru_state,Минспорт назвал футбол самым популярным видом спорта в России,2026-03-16 13:54:15+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1030,7273,108666,rss:rss,ru_state,Тутберидзе — о неучастии в «Русском вызове»: меня это унижает,2026-03-15 17:28:27+00,3,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1029,7279,308504,rss:rss,ru_state,"МИД: Иран будет воевать до тех пор, пока Трамп не осознает ошибочность конфликта",2026-03-16 06:04:30+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1028,7173,1681125,rss:rss,trusted,Hungary holds firm on Ukraine loan as EU leaders debate unblocking funds – source ,2026-03-19 14:56:00+00,2,1,{trusted},f,2026-03-23 02:30:30.812123+00
1027,7228,2093861,wargonzo,ru_proxy,"США допускают захват иранского острова Харг для открытия Ормузского пролива

Вашингтон рассматривает сценарий,…",2026-03-21 09:02:02+00,2,1,{ru_proxy},t,2026-03-23 02:30:30.812123+00
1026,7208,534558,rss:rss,ru_state,Левитт: США поразили более 7 тысяч целей в рамках операции против Ирана,2026-03-16 17:51:02+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1025,7216,341323,rss:rss,ru_state,Тарасенко стал 16-м игроком из России с 700 очками в НХЛ,2026-03-16 06:22:02+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1024,7193,802657,rss:rss,ru_state,Детская писательница в США отравила мужа из-за долгов и наследства,2026-03-17 10:48:56+00,3,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1023,7184,1444575,rss:rss,ru_state,Мужчина погиб в Севастополе в результате БПЛА-атаки ВСУ,2026-03-19 00:43:37+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1022,7196,374295,rss:rss,ru_state,Следователи выясняют причину смерти пассажира поезда Пенза — Казань,2026-03-16 10:13:32+00,3,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1021,7115,770059,rss:rss,ru_state,SHOT: России грозит дефицит авиазапчастей из-за войны на Ближнем Востоке,2026-03-17 09:48:40+00,2,2,"{ru_proxy,ru_state}",t,2026-03-23 02:30:30.812123+00
1020,7133,2284435,operativnoZSU,unverified_anonymous,"🇩🇪🇯🇵Німеччина запропонувала Японії стати її військовим союзником — Politico

Міністр оборони Німеччини Борис Пісторіус…",2026-03-22 16:18:25+00,2,1,{unverified_anonymous},f,2026-03-23 02:30:30.812123+00
1019,7122,408049,rss:rss,ru_state,Генерал Ивашов: страны Европы не станут рисковать с отправкой судов в Ормузский пролив,2026-03-16 11:20:00+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1018,7050,2253738,insider_ua,unverified_anonymous,Генштаб отказывается от зарубежных учений и переносит подготовку военнослужащих на территорию Украины из-за недостатка…,2026-03-22 10:37:06+00,3,2,"{trusted,unverified_anonymous}",f,2026-03-23 02:30:30.812123+00
1017,7051,2238364,TCH_channel,trusted,"📱 Пов'язані зі спецслужбами РФ хакери зламують акаунти користувачів Signal і WhatsApp, — ФБР 

Під прицілом чинні та…",2026-03-22 09:11:37+00,2,2,"{trusted,unverified_media}",f,2026-03-23 02:30:30.812123+00
1016,7044,2300061,operativnoZSU,unverified_anonymous,"❗️Через війну на Близькому Сході світ зіткнувся з ризиком дефіциту газу — FT

Нестача може розпочатись вже протягом 10…",2026-03-22 17:18:07+00,2,1,{unverified_anonymous},f,2026-03-23 02:30:30.812123+00
1015,7036,2310355,rss:rss,russian_state,"Лукашенко рассказал, что в написании стихов когда-то подражал Есенину",2026-03-22 19:35:36+00,2,1,{russian_state},t,2026-03-23 02:30:30.812123+00
1014,7033,108577,rss:rss,ru_state,"Языковой омбудсмен заявила, что украинцы легко усваивают русский язык",2026-03-15 18:38:31+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1013,7011,407684,rss:rss,trusted,Some countries want Ukraine’s reforms to “stand test of time” for 10–20 years before EU accession – Deputy PM Kachka,2026-03-16 11:05:00+00,2,1,{trusted},f,2026-03-23 02:30:30.812123+00
1012,7004,1208660,rss:rss,ru_state,Saudi Aramco возобновила работу крупнейшего НПЗ после атаки дронов,2026-03-18 11:26:50+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1011,7010,938313,rss:rss,ru_state,Заявление о гибели секретаря Совбеза Ирана и «приоткрытый» Ормузский пролив: как развивается ситуация на Ближнем Востоке,2026-03-17 19:37:25+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
994,6539,1882661,rss:rss,ru_state,Ким Чен Ын с дочерью прокатился на новом танке,2026-03-20 03:11:54+00,2,2,"{ru_state,unverified_commentator}",t,2026-03-23 02:30:30.812123+00
1010,6948,2093668,sternenko,unverified_commentator,"Шахед, 3 Гербери, 2 Zala та 2 Supercam збили з вашою допомогою оператори SUNSTRIKE на півдні країни🔪

Також нагадую, що…",2026-03-21 15:01:01+00,2,1,{unverified_commentator},f,2026-03-23 02:30:30.812123+00
1009,6934,703053,rss:rss,trusted,Power restriction schedules on Tuesday to apply only to industrial users,2026-03-17 03:36:00+00,2,1,{trusted},f,2026-03-23 02:30:30.812123+00
1008,6939,2284514,uniannet,unverified_media,"Женщин в Украине незаконно объявляют в розыск ТЦК — уже есть несколько случаев

Об этом пишет журналист «Радио Свобода»…",2026-03-22 15:54:07+00,2,2,"{trusted,unverified_media}",f,2026-03-23 02:30:30.812123+00
1007,6841,2093612,uniannet,unverified_media,"Над военной базой США неделю летали десятки неизвестных дронов, — The Independent

Речь идет о авиабазе Барксдейл в…",2026-03-21 15:35:01+00,2,2,"{ru_proxy,unverified_media}",f,2026-03-23 02:30:30.812123+00
1006,6856,2039682,gerashchenko,unverified_commentator,"⚡️Подтверждены повреждения самолета А-50 и завода в Алчевске - Генштаб

В ночь на 20 марта Силы обороны Украины нанесли…",2026-03-20 13:28:06+00,2,2,"{unverified_commentator,unverified_media}",f,2026-03-23 02:30:30.812123+00
1005,6812,702337,rss:rss,ru_state,Ракету с кораблём «Прогресс МС-33» установили на стартовый стол на Байконуре,2026-03-17 05:39:24+00,4,3,"{ru_proxy,russian_state,ru_state}",t,2026-03-23 02:30:30.812123+00
1004,6794,85624,rss:rss,ru_state,ЕС снял санкции с дочери президента «Транснефти» Токаревой и бизнесмена Трооста,2026-03-14 23:04:19+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
1003,6799,2300480,shot_shot,ru_proxy,Сигнал бедствия подал борт авиакомпании «Россия» над Ленобластью. Прямо сейчас самолёт кружит во Всеволожском районе.…,2026-03-22 17:06:30+00,3,2,"{ru_proxy,trusted}",t,2026-03-23 02:30:30.812123+00
1002,6827,2198676,rss:rss,russian_state,ТАСС: под Харьковом рота ВСУ пропала при попытке форсировать Северский Донец,2026-03-22 03:31:13+00,2,1,{russian_state},t,2026-03-23 02:30:30.812123+00
1001,6826,2206020,colonel_cassad,ru_proxy,"К вопросу о том, удалось ли США уничтожить ракетные города Ирана: важно понимать масштаб этих объектов. Каждый такой…",2026-03-22 05:03:01+00,2,1,{ru_proxy},t,2026-03-23 02:30:30.812123+00
1000,6760,1005828,rss:rss,ru_state,Мурадов: референдум 2014 года спас крымчан от этнических чисток,2026-03-17 23:11:20+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
999,6733,1545088,rss:rss,ru_state,В Новосибирске и Иркутске пресекли работу обслуживавших кол-центры мошенников,2026-03-19 06:21:33+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
998,6737,1478421,rss:rss,ru_state,Эксперт Богданова-Шемраева назвала лучшие месяцы для отпуска в 2026 году,2026-03-19 01:59:29+00,2,1,{ru_state},t,2026-03-23 02:30:30.812123+00
997,6711,1241435,rss:rss,trusted,Embassy of Ukraine in Belgium urges cancellation of Russian propaganda film screening,2026-03-18 12:53:00+00,2,1,{trusted},f,2026-03-23 02:30:30.812123+00
996,6649,2280556,rss:rss,mainstream,AUS ARVAMUS VÕI TELLITUD KIITUS? Sisulooja hinnangut reklaamitavale tootele seadus ei reguleeri,2026-03-22 15:55:00+00,2,2,"{estonian_media,mainstream}",f,2026-03-23 02:30:30.812123+00
995,6530,2039670,sternenko,unverified_commentator,"Донеччина
ББС Вартові стримують ворога з допомогою ваших оптоволоконних дронів.

Уразили автівку, БТР та 4 антени💥
Від…",2026-03-20 14:37:04+00,2,1,{unverified_commentator},f,2026-03-23 02:30:30.812123+00
990,5967,467058,rss:rss,trusted,Council of European Union imposes sanctions on nine individuals responsible for Bucha crimes,2026-03-16 14:17:00+00,2,2,"{russian_independent,trusted}",f,2026-03-23 02:30:30.812123+00
993,6457,2093826,rybar,ru_proxy,"📝Делайте всё!📝
чтоб наказать Иран

Интересные тезисы появились в западных СМИ насчет возможного вовлечения монархий…",2026-03-21 07:33:36+00,3,1,{ru_proxy},t,2026-03-23 02:30:30.812123+00
992,6471,2187766,colonel_cassad,ru_proxy,"На кадрах работа ФАБов-500 по ПУ БпЛА 425 ошп ВСУ в районе н.п. Красноярское.

@The_Wrong_Side",2026-03-22 03:35:02+00,2,1,{ru_proxy},t,2026-03-23 02:30:30.812123+00
989,5620,1245338,rss:telegram,"","Мир в огне. От раздумий к экстренному решению ехать сейчас.Мир подошел к черте, когда переселение в …",2026-03-18 13:33:04+00,2,0,,f,2026-03-23 02:30:30.812123+00
960,7006,1072324,rss:rss,ru_state,В Краснодаре обломки БПЛА повредили кровлю медцентра и ЛЭП,2026-03-18 03:20:05+00,2,1,{ru_state},t,2026-03-23 00:30:33.854339+00
931,5130,2096011,rss:rss,russian_state,В Петербурге мужчину арестовали за призывы к совершению терактов,2026-03-21 16:26:09+00,2,1,{russian_state},t,2026-03-23 00:30:33.854339+00
932,5397,1749149,rss:rss,ukraine_media,Russia plans to start escorting shadow fleet vessels with warships,2026-03-19 17:38:00+00,2,2,"{ru_proxy,ukraine_media}",f,2026-03-23 00:30:33.854339+00
933,5893,83537,rss:rss,defense_osint,U.S. Navy to increase production of anti-submarine mines,2026-03-14 10:39:26+00,2,1,{defense_osint},f,2026-03-23 00:30:33.854339+00
934,6401,2295652,rss:rss,ukraine_media,Finnish president has become more pessimistic about peace in Ukraine over past year,2026-03-22 17:05:00+00,2,2,"{ukraine_media,unverified_media}",f,2026-03-23 00:30:33.854339+00
935,6468,2254137,nexta_live,unverified_media,"⚡️ Нетаньяху призвал Европу вступить в войну с Ираном

Премьер-министр Израиля заявил:

💥 Иран уже показал, что…",2026-03-22 11:14:47+00,2,2,"{ru_proxy,unverified_media}",f,2026-03-23 00:30:33.854339+00
936,6509,2093817,readovkanews,ru_proxy,"Новым предстоятелем Киевского патриархата избран архиепископ Сумский и Ахтырский Никодим Кобзарь

Одной из ключевых…",2026-03-21 13:27:20+00,2,2,"{ru_proxy,unverified_anonymous}",t,2026-03-23 00:30:33.854339+00
937,6549,2039994,pul_1,ru_state,"🔥🔥🔥 Не спешите переключать, у нас много интересного. 

📋 У журналистов Пула накопилось много вопросов. 
🎙И мы…",2026-03-20 11:05:10+00,2,1,{ru_state},t,2026-03-23 00:30:33.854339+00
938,6604,870065,rss:rss,ru_state,"Певица МакSим рассказала, как жила на вокзале в Москве",2026-03-17 14:49:25+00,2,1,{ru_state},t,2026-03-23 00:30:33.854339+00
939,6616,373997,rss:rss,trusted,"Russian forces attack Zaporizhzhia, leaving over 7,500 customers without power",2026-03-16 06:30:00+00,2,1,{trusted},f,2026-03-23 00:30:33.854339+00
940,6665,2249599,rss:rss,finnish_media,Itäisen Suomenlahden kansallis­puisto kasvaisi monin­kertaiseksi – laajennus herättää kritiikkiä,2026-03-22 10:02:46+00,2,1,{finnish_media},f,2026-03-23 00:30:33.854339+00
941,6662,2222565,voenacher,ru_proxy,"Новый вид отлова не рабов в Одессе.

Который раз обращаем внимание, что ТЦК кратно усилили свои действия.",2026-03-22 07:19:51+00,2,1,{ru_proxy},t,2026-03-23 00:30:33.854339+00
942,6661,2222279,insider_ua,unverified_anonymous,"❗️В Украине могут вырасти цены на продукты в ближайшие 2-3 недели из-за подорожания топлива 

INSIDER UA | Прислать…",2026-03-22 06:39:18+00,2,1,{unverified_anonymous},f,2026-03-23 00:30:33.854339+00
943,6655,2040154,shot_shot,ru_proxy,"Волонтёры прекратили поиск экс-спецназовца Виктора Потаенкова, который пропал по сценарию Усольцевых в красноярской…",2026-03-20 12:11:51+00,2,1,{ru_proxy},t,2026-03-23 00:30:33.854339+00
944,6688,2093843,dva_majors,ru_proxy,"Константиновское направление

Операторы БПЛА 255-го мотострелкового полка прислали небольшое видео со своим Мавиком.…",2026-03-21 15:07:44+00,2,1,{ru_proxy},t,2026-03-23 00:30:33.854339+00
945,6701,2093566,lachentyt,unverified_anonymous,"Українська делегація прибула до Маямі для переговорів зі спецпредставниками США Віткоффом і Кушнером, — Суспільне.",2026-03-21 06:56:01+00,2,2,"{ru_proxy,unverified_anonymous}",f,2026-03-23 00:30:33.854339+00
946,6696,2093699,suspilne_news,trusted,"Сили оборони уразили пункт управління російського підрозділу зі складу центру «Рубікон» у Маріуполі,…",2026-03-21 11:09:16+00,2,2,"{trusted,unverified_anonymous}",f,2026-03-23 00:30:33.854339+00
947,6730,1276317,rss:rss,ru_state,Мажич: Соболев должен был быть удалён в матче «Зенит» — «Спартак»,2026-03-18 15:33:25+00,2,1,{ru_state},t,2026-03-23 00:30:33.854339+00
948,6787,308502,rss:rss,ru_state,Подколзин подрался с Хагом в матче «Эдмонтона» и «Нэшвилла»,2026-03-16 06:10:07+00,2,1,{ru_state},t,2026-03-23 00:30:33.854339+00
949,6768,802577,rss:rss,ru_state,"Мелкадзе ― о правилах Черчесова: до тренировки деньги не занесёшь, на неё не выйдешь",2026-03-17 11:49:34+00,2,1,{ru_state},t,2026-03-23 00:30:33.854339+00
950,6792,108649,rss:rss,ru_state,Восемь палестинских полицейских погибли из-за удара Израиля по сектору Газа,2026-03-15 17:47:16+00,2,1,{ru_state},t,2026-03-23 00:30:33.854339+00
951,6834,2040051,voenacher,ru_proxy,Зеленский и команда усиливают отлов пушечного мяса под новую наступательную кампанию. Отнестись стоит со всей…,2026-03-19 18:26:02+00,2,1,{ru_proxy},t,2026-03-23 00:30:33.854339+00
